groupcode,groupname,groupcode_s,groupname_s,countrycode,countryname,countrycode_s,countryname_s
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,BFA,Burkina Faso,748,Burkina Faso
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,BDI,Burundi,618,Burundi
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,CPV,Cabo Verde,624,Cabo Verde
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,KHM,Cambodia,522,Cambodia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,CMR,Cameroon,622,Cameroon
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,CAF,Central African Republic,626,Central African Republic
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,TCD,Chad,628,Chad
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,CHL,Chile,228,Chile
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,CHN,"China, People's Republic of",924,China
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,COL,Colombia,233,Colombia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,COM,"Comoros, Union of the",632,Comoros
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,COD,"Congo, Democratic Republic of the",636,"Congo, Democratic Republic of the"
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,COG,"Congo, Republic of",634,"Congo, Republic of"
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,CRI,Costa Rica,238,Costa Rica
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,CIV,Côte d'Ivoire,662,Côte d'Ivoire
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,DJI,Djibouti,611,Djibouti
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,DMA,Dominica,321,Dominica
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,DOM,Dominican Republic,243,Dominican Republic
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,ECU,Ecuador,248,Ecuador
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,EGY,"Egypt, Arab Republic of",469,Egypt
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SLV,El Salvador,253,El Salvador
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GNQ,"Equatorial Guinea, Republic of",642,Equatorial Guinea
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,ERI,"Eritrea, The State of",643,Eritrea
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SWZ,"Eswatini, Kingdom of",734,Eswatini
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,ETH,"Ethiopia, The Federal Democratic Republic of",644,Ethiopia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,FJI,"Fiji, Republic of",819,Fiji
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GAB,Gabon,646,Gabon
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GMB,"Gambia, The",648,"Gambia, The"
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GEO,Georgia,915,Georgia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GHA,Ghana,652,Ghana
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GRD,Grenada,328,Grenada
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GTM,Guatemala,258,Guatemala
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GIN,Guinea,656,Guinea
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GNB,Guinea-Bissau,654,Guinea-Bissau
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,GUY,Guyana,336,Guyana
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,HTI,Haiti,263,Haiti
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,HND,Honduras,268,Honduras
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,HUN,Hungary,944,Hungary
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,IND,India,534,India
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,IDN,Indonesia,536,Indonesia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,IRN,"Iran, Islamic Republic of",429,Iran
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,IRQ,Iraq,433,Iraq
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,JAM,Jamaica,343,Jamaica
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,JOR,Jordan,439,Jordan
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,KAZ,"Kazakhstan, Republic of",916,Kazakhstan
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,KEN,Kenya,664,Kenya
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,KIR,Kiribati,826,Kiribati
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,KOS,"Kosovo, Republic of",967,Kosovo
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,KWT,Kuwait,443,Kuwait
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,KGZ,Kyrgyz Republic,917,Kyrgyz Republic
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,LAO,Lao People's Democratic Republic,544,Lao P.D.R.
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,LBN,Lebanon,446,Lebanon
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,LSO,"Lesotho, Kingdom of",666,Lesotho
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,LBR,Liberia,668,Liberia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,LBY,Libya,672,Libya
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MDG,"Madagascar, Republic of",674,Madagascar
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MWI,Malawi,676,Malawi
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MYS,Malaysia,548,Malaysia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MDV,Maldives,556,Maldives
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MLI,Mali,678,Mali
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MHL,"Marshall Islands, Republic of the",867,Marshall Islands
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MRT,"Mauritania, Islamic Republic of",682,Mauritania
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MUS,Mauritius,684,Mauritius
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MEX,Mexico,273,Mexico
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,FSM,"Micronesia, Federated States of",868,Micronesia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MDA,"Moldova, Republic of",921,Moldova
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MNG,Mongolia,948,Mongolia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MNE,Montenegro,943,"Montenegro, Rep. of"
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MAR,Morocco,686,Morocco
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MOZ,"Mozambique, Republic of",688,Mozambique
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MMR,Myanmar,518,Myanmar
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,NAM,Namibia,728,Namibia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,NRU,"Nauru, Republic of",836,Nauru
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,NPL,Nepal,558,Nepal
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,NIC,Nicaragua,278,Nicaragua
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,NER,Niger,692,Niger
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,NGA,Nigeria,694,Nigeria
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,MKD,"North Macedonia, Republic of",962,North Macedonia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,OMN,Oman,449,Oman
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,PAK,Pakistan,564,Pakistan
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,PLW,"Palau, Republic of",565,Palau
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,PAN,Panama,283,Panama
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,PNG,Papua New Guinea,853,Papua New Guinea
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,PRY,Paraguay,288,Paraguay
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,PER,Peru,293,Peru
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,PHL,Philippines,566,Philippines
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,POL,"Poland, Republic of",964,Poland
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,QAT,Qatar,453,Qatar
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,ROU,Romania,968,Romania
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,RUS,Russian Federation,922,Russia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,RWA,Rwanda,714,Rwanda
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,WSM,Samoa,862,Samoa
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SAU,Saudi Arabia,456,Saudi Arabia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SEN,Senegal,722,Senegal
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SRB,"Serbia, Republic of",942,Serbia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SYC,Seychelles,718,Seychelles
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SLE,Sierra Leone,724,Sierra Leone
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SLB,Solomon Islands,813,Solomon Islands
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SOM,Somalia,726,Somalia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,ZAF,South Africa,199,South Africa
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SSD,"South Sudan, Republic of",733,South Sudan
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,LKA,Sri Lanka,524,Sri Lanka
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,KNA,St. Kitts and Nevis,361,St. Kitts and Nevis
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,LCA,St. Lucia,362,St. Lucia
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,VCT,St. Vincent and the Grenadines,364,St. Vincent and the Grenadines
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SDN,Sudan,732,Sudan
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SUR,Suriname,366,Suriname
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,SYR,Syrian Arab Republic,463,Syria
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,STP,"São Tomé and Príncipe, Democratic Republic of",716,São Tomé and Príncipe
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,TJK,"Tajikistan, Republic of",923,Tajikistan
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,TZA,"Tanzania, United Republic of",738,Tanzania
G200,Emerging Market and Developing Economies,200,Emerging Market and Developing Economies,THA,Thailand,578,Thailand
